 2 -0.269813
 2.81191 -0.269813
 2.81216 -0.269813
 2.81216 -0.269543
 2.81216 -0.269274
 2.81216 -0.269004
 2.81216 -0.268734
 2.81216 -0.268464
 2.81216 -0.268194
 2.81216 -0.267925
 2.81216 -0.267655
 2.81217 -0.267385
 2.81217 -0.267115
 2.81217 -0.266845
 2.81217 -0.266576
 2.81217 -0.266306
 2.81217 -0.266036
 2.81217 -0.265766
 2.81217 -0.265496
 2.81217 -0.265226
 2.81217 -0.264957
 2.81217 -0.264687
 2.81217 -0.264417
 2.81217 -0.264147
 2.81217 -0.263877
 2.81217 -0.263608
 2.81217 -0.263338
 2.81217 -0.263068
 2.81217 -0.262798
 2.81217 -0.262528
 2.81217 -0.262259
 2.81217 -0.261989
 2.81217 -0.261719
 2.81217 -0.261449
 2.81217 -0.261179
 2.81217 -0.260909
 2.81217 -0.26064
 2.81217 -0.26037
 2.81217 -0.2601
 2.81217 -0.25983
 2.81217 -0.25956
 2.81217 -0.259291
 2.81217 -0.259021
 2.81217 -0.258751
 2.81217 -0.258481
 2.81217 -0.258211
 2.81217 -0.257942
 2.81217 -0.257672
 2.81217 -0.257402
 2.81217 -0.257132
 2.81217 -0.256862
 2.81217 -0.256592
 2.81217 -0.256323
 2.81217 -0.256053
 2.81217 -0.255783
 2.81217 -0.255513
 2.81217 -0.255243
 2.81217 -0.254974
 2.81217 -0.254704
 2.81217 -0.254434
 2.81217 -0.254164
 2.81217 -0.253894
 2.81217 -0.253624
 2.81217 -0.253355
 2.81217 -0.253085
 2.81217 -0.252815
 2.81217 -0.252545
 2.81217 -0.252275
 2.81217 -0.252006
 2.81217 -0.251736
 2.81217 -0.251466
 2.81217 -0.251196
 2.81217 -0.250926
 2.81217 -0.250657
 2.81217 -0.250387
 2.81217 -0.250117
 2.81217 -0.249847
 2.81217 -0.249577
 2.81217 -0.249307
 2.81217 -0.249038
 2.81217 -0.248768
 2.81217 -0.248498
 2.81217 -0.248228
 2.81217 -0.247958
 2.81217 -0.247689
 2.81217 -0.247419
 2.81217 -0.247149
 2.81217 -0.246879
 2.81217 -0.246609
 2.81217 -0.24634
